0,-1,0,-2,-1,0,-1,-2,-1,0,1,0,2,1,0,-1,1,0,-1,-2,-4,-2,0,-1,-2,-3,-5,-6,-4,-2,-1,-2,0,-1,0,2,1,3,2,4,3,4,5,3,4,5,4,6,5,7,6,5,4,3,2,3,2,1,2,4,3,1,3,4,5,6,5,6,8,7,8,9,10,11,10,8,9,11,12,11,12,14,13,11,12,11,13,14,13,12,14,12,13,14,13,14,12,11,12,14,15,13,12,11,10,11,12,10,9,7,8,7,9,10,11,13,14,16,14,13,12,13,15,13,12,10,9,8,7,9,11,12,10,12,11,10,11,10,9,11,10,11,12,11,13,15,14,15,14,12,13,15,14,15,14,13,14,13,12,13,14,12,13,14,13,11,10,11,12,13,15,16,15,13,12,10,9,10,9,7,8,10,8,7,8,6,5,3,2,3,4,6,7,8,6,5,6,8,7,5,4
0,-1,0,-1,0,-2,-3,-1,-2,-1,0,-2,-1,0,1,2,1,3,1,0,1,0,1,0,-1,-2,-3,-2,0,-1,0,1,2,1,0,-1,0,2,4,3,5,4,6,7,8,7,9,10,9,10,12,13,14,13,14,16,18,17,16,18,17,16,15,14,15,16,17,15,13,12,13,11,9,10,11,13,15,14,15,14,15,16,15,16,15,13,12,11,12,14,16,15,14,13,15,16,18,17,16,17,19,17,15,13,15,16,15,16,14,13,12,11,13,11,13,12,11,9,8,10,12,13,15,17,15,14,13,14,16,17,18,20,21,20,19,18,19,17,18,17,16,15,16,14,13,14,13,11,10,12,13,12,11,10,8,9,8,6,5,4,5,3,2,1,-1,1,2,3,4,6,5,4,2,0,1,3,2,0,1,2,3,2,0,-1,0,1,3,4,6,7,8,9,8,7,5,7,6,5,4,5,6
0,2,0,1,0,-2,0,1,0,-2,-1,0,-1,-2,-4,-5,-4,-3,-4,-5,-6,-7,-6,-5,-7,-6,-7,-8,-6,-5,-4,-3,-5,-6,-7,-6,-7,-8,-7,-9,-10,-11,-13,-11,-10,-11,-13,-11,-9,-7,-8,-10,-11,-10,-11,-10,-11,-9,-7,-6,-4,-6,-7,-8,-9,-10,-9,-10,-9,-7,-5,-7,-6,-5,-7,-6,-7,-6,-7,-6,-7,-5,-4,-2,-3,-4,-6,-5,-3,-2,-1,0,1,0,1,3,2,1,2,4,2,3,4,3,4,6,4,2,4,6,7,6,7,6,7,5,4,3,5,7,8,6,7,9,10,9,10,11,12,13,12,13,14,15,14,15,17,18,17,15,17,18,16,18,19,18,17,19,17,15,13,15,14,13,12,13,12,13,15,17,16,18,19,21,20,21,19,20,22,20,22,23,22,21,23,22,24,25,27,29,30,31,32,31,29,30,29,31,30,32,31,30,32,34,35,34,35,36,35,36,35
0,1,0,-1,0,2,1,2,4,3,2,1,2,1,3,5,4,5,4,3,5,4,3,4,5,6,5,6,5,6,5,4,6,4,6,4,5,6,7,6,5,7,8,10,12,10,12,11,10,12,13,12,11,13,14,12,13,11,10,8,7,9,11,13,12,13,14,13,14,13,11,9,8,10,9,8,7,6,7,9,11,10,12,14,13,15,13,12,13,14,13,12,14,13,12,13,14,13,12,13,14,13,12,11,10,11,12,11,12,11,13,11,12,14,15,14,15,16,15,17,15,17,15,14,12,14,15,16,14,15,16,15,16,15,14,15,14,12,11,12,14,13,12,11,12,14,13,12,13,14,13,12,11,9,11,10,9,8,6,5,4,6,5,3,4,3,1,-1,-3,-1,-2,-3,-2,-4,-6,-8,-10,-12,-10,-11,-10,-11,-10,-8,-9,-10,-11,-10,-9,-8,-6,-8,-7,-6,-7,-8,-9,-10,-12,-13,-12
0,2,0,2,3,2,4,6,8,7,8,10,11,9,8,7,8,7,6,8,10,11,9,8,9,8,7,5,7,6,4,3,2,4,6,5,4,5,7,9,7,5,6,4,3,1,2,1,0,-1,-2,0,1,0,1,0,2,0,1,3,5,4,5,4,5,7,6,8,7,6,7,8,9,10,11,10,11,12,13,12,13,14,12,13,12,11,12,11,10,8,9,11,12,13,15,17,18,20,21,22,21,20,21,22,24,25,23,21,22,23,25,24,23,21,19,18,17,19,17,19,18,17,18,17,18,16,18,17,16,17,19,20,18,20,19,18,17,16,15,16,14,15,17,16,17,16,17,15,14,13,12,14,16,17,16,15,16,17,19,20,19,18,17,18,19,20,19,18,20,21,20,18,19,21,22,23,22,23,22,21,20,21,20,18,17,19,21,20,21,19,20,22,20,19,18,16,15,14,13,14,15
0,-2,-3,-2,0,-2,-3,-1,-2,-3,-5,-7,-6,-7,-8,-9,-10,-11,-12,-14,-15,-14,-15,-16,-15,-14,-12,-11,-9,-10,-8,-9,-10,-11,-10,-8,-7,-6,-5,-6,-5,-4,-5,-3,-4,-5,-3,-1,0,-2,-4,-3,-2,-4,-2,-3,-2,-1,-2,-4,-3,-2,-1,-2,-1,-2,-3,-2,-3,-1,-2,-4,-5,-6,-5,-6,-4,-3,-2,0,1,2,3,4,3,2,1,3,4,3,2,1,-1,-2,0,-2,-1,-2,-4,-2,-4,-2,-3,-5,-6,-8,-7,-8,-7,-9,-8,-7,-8,-9,-8,-7,-5,-7,-9,-8,-7,-5,-6,-7,-8,-7,-8,-10,-11,-12,-14,-12,-14,-15,-16,-14,-13,-14,-13,-14,-15,-14,-13,-14,-15,-13,-12,-13,-14,-13,-12,-14,-12,-11,-12,-13,-14,-15,-16,-17,-16,-15,-14,-15,-14,-13,-14,-13,-12,-14,-13,-14,-12,-11,-10,-11,-10,-9,-7,-6,-4,-5,-4,-3,-4,-3,-4,-6,-7,-8,-6,-7,-5,-7,-8,-10,-9,-7,-8,-9,-11
0,-1,0,-1,1,-1,0,-1,0,-2,-3,-2,0,-1,-3,-5,-3,-4,-5,-4,-5,-4,-5,-7,-8,-6,-5,-4,-3,-5,-6,-5,-4,-3,-4,-3,-2,-1,0,1,2,3,4,3,2,3,2,0,1,2,1,3,5,3,4,6,7,5,4,5,4,5,3,5,4,3,1,0,-1,-2,-1,-2,-3,-2,-3,-4,-3,-2,-3,-4,-5,-7,-6,-8,-9,-10,-9,-7,-8,-7,-6,-8,-9,-7,-9,-7,-5,-4,-5,-4,-6,-5,-4,-6,-4,-6,-7,-8,-7,-8,-9,-8,-7,-5,-6,-4,-5,-6,-7,-6,-5,-6,-7,-6,-7,-8,-9,-8,-6,-8,-6,-7,-9,-10,-11,-10,-9,-7,-6,-4,-2,-1,0,-2,-4,-3,-1,-2,-1,-2,-3,-4,-3,-5,-4,-3,-5,-4,-3,-2,-4,-2,0,-1,1,2,1,2,1,3,5,4,3,5,6,5,4,6,5,7,8,7,6,8,7,8,6,7,6,7,8,9,10,11,10,8,6,8,6,5,7
0,2,0,2,1,-1,0,-1,0,-1,-3,-5,-6,-5,-3,-2,-1,0,1,3,2,3,2,0,2,3,5,6,7,8,6,5,3,4,3,5,6,8,10,8,6,7,8,6,5,4,3,2,1,0,1,3,2,0,-1,1,2,1,0,1,3,5,7,8,7,8,7,6,5,4,3,2,0,1,0,1,0,1,0,-2,0,1,0,1,0,-2,-4,-2,-3,-1,1,3,4,3,4,6,7,9,8,7,6,4,6,8,9,8,9,7,8,7,6,5,6,7,8,6,5,4,6,5,6,5,6,8,10,11,10,12,13,12,13,12,11,12,14,15,14,16,15,13,11,12,11,12,13,15,17,19,18,19,17,18,17,15,14,13,12,13,15,17,18,19,20,19,20,19,20,19,20,19,20,18,19,18,19,20,21,23,24,22,21,22,21,20,21,22,20,19,21,20,21,20,18,16,17,16,17,16,15,14,13
0,-1,-2,-3,-5,-6,-7,-8,-9,-11,-12,-10,-8,-10,-9,-10,-9,-10,-11,-12,-11,-9,-10,-11,-10,-11,-12,-11,-9,-7,-5,-6,-5,-6,-8,-10,-12,-10,-9,-8,-6,-7,-8,-9,-10,-9,-8,-6,-5,-4,-5,-3,-4,-3,-5,-6,-5,-4,-3,-2,-4,-3,-4,-5,-4,-3,-1,0,2,1,2,1,2,0,2,0,2,0,1,0,1,3,2,0,2,0,1,-1,-2,-1,-2,-1,-2,-3,-2,-3,-2,0,-1,0,1,0,-1,0,2,3,5,4,5,7,6,8,7,9,11,12,11,10,11,12,11,9,8,9,11,12,13,12,11,9,8,6,7,5,4,5,4,6,5,7,6,8,10,8,7,9,8,6,5,6,5,4,3,2,3,2,0,2,3,4,2,4,6,5,6,4,3,2,0,1,0,-1,-2,-3,-4,-5,-3,-5,-6,-5,-3,-2,-3,-2,-1,0,-2,-1,1,3,4,2,3,4,5,4,3,2,3,4,3
0,-2,0,-1,-2,-1,0,1,3,2,1,3,4,3,2,3,1,0,-1,0,-1,0,-1,0,1,0,-1,0,1,2,3,4,6,7,9,10,11,10,9,8,10,8,10,8,6,5,4,3,2,0,1,2,1,2,1,3,5,6,5,6,8,6,8,6,5,6,8,10,9,8,9,10,8,10,11,9,10,11,13,11,10,9,8,9,11,10,8,7,9,10,9,7,8,6,8,7,9,8,7,6,8,7,8,10,9,8,9,8,10,11,10,12,11,10,9,10,9,10,9,7,6,4,6,5,6,5,6,8,6,8,9,10,12,13,12,11,9,8,7,5,6,8,10,11,12,11,13,12,13,14,15,16,17,16,18,20,19,20,21,20,18,19,20,21,20,22,21,19,20,19,18,17,18,17,16,15,16,17,16,17,18,20,21,19,18,16,15,14,16,15,17,18,19,20,19,17,16,15,14,13,14
